Basename Frame Social video_Glasses Smile AU02 AU26 AU04 AU05 AU09 negAU12 video_Gender Unilateral_LAU12 Occlusion Trackerfail Unilateral_LAU14 AU57 Time AU58 video_HairBangs AU18 AU15 AU14 AU17 AU10 Unilateral_RAU14 Unilateral_RAU12 Expressive video_Lighting
45236322-eb6f-441c-9a5f-4d455cf3b78b 00017 0.0 0.923 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.142 0.0 0.462 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.231
45236322-eb6f-441c-9a5f-4d455cf3b78b 00018 0.0 0.923 0.66667 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.151 0.0 0.462 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.231
45236322-eb6f-441c-9a5f-4d455cf3b78b 00019 0.0 0.923 0.33333 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.185 0.0 0.462 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.231
45236322-eb6f-441c-9a5f-4d455cf3b78b 00020 0.0 0.923 0.33333 0.0 0.2 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.195 0.0 0.462 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.231
45236322-eb6f-441c-9a5f-4d455cf3b78b 00021 0.0 0.923 0.33333 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.223 0.0 0.462 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.231
45236322-eb6f-441c-9a5f-4d455cf3b78b 00022 0.0 0.923 0.66667 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.226 0.0 0.462 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.231
45236322-eb6f-441c-9a5f-4d455cf3b78b 00023 0.0 0.923 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.23 0.0 0.462 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.231
45236322-eb6f-441c-9a5f-4d455cf3b78b 00024 0.0 0.923 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.234 0.25 0.462 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.231
45236322-eb6f-441c-9a5f-4d455cf3b78b 00025 0.0 0.923 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.245 0.0 0.462 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.231
45236322-eb6f-441c-9a5f-4d455cf3b78b 00026 0.0 0.923 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.25 0.247 0.0 0.462 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.231
45236322-eb6f-441c-9a5f-4d455cf3b78b 00027 0.0 0.923 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.258 0.0 0.462 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.231
45236322-eb6f-441c-9a5f-4d455cf3b78b 00028 0.0 0.923 0.66667 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.282 0.0 0.462 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.231
45236322-eb6f-441c-9a5f-4d455cf3b78b 00029 0.0 0.923 0.33333 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.285 0.0 0.462 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.231
45236322-eb6f-441c-9a5f-4d455cf3b78b 00030 0.0 0.923 0.33333 0.0 0.0 0.0 0.0 0.0 0.33333 0.0 0.0 0.0 0.0 0.0 0.0 0.29 0.0 0.462 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.231
45236322-eb6f-441c-9a5f-4d455cf3b78b 00031 0.0 0.923 0.33333 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.307 0.0 0.462 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.231
45236322-eb6f-441c-9a5f-4d455cf3b78b 00032 0.0 0.923 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.309 0.0 0.462 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.66667 0.231
45236322-eb6f-441c-9a5f-4d455cf3b78b 00033 0.0 0.923 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.309 0.0 0.462 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.66667 0.231
45236322-eb6f-441c-9a5f-4d455cf3b78b 00034 0.0 0.923 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.309 0.0 0.462 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.66667 0.231
45236322-eb6f-441c-9a5f-4d455cf3b78b 00035 0.0 0.923 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.309 0.0 0.462 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.66667 0.231
45236322-eb6f-441c-9a5f-4d455cf3b78b 00036 0.0 0.923 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.309 0.0 0.462 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.66667 0.231
45236322-eb6f-441c-9a5f-4d455cf3b78b 00037 0.0 0.923 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.309 0.0 0.462 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.66667 0.231
45236322-eb6f-441c-9a5f-4d455cf3b78b 00038 0.0 0.923 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.309 0.0 0.462 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.66667 0.231
45236322-eb6f-441c-9a5f-4d455cf3b78b 00039 0.0 0.923 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.309 0.0 0.462 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.66667 0.231
45236322-eb6f-441c-9a5f-4d455cf3b78b 00040 0.0 0.923 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.309 0.0 0.462 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.66667 0.231
45236322-eb6f-441c-9a5f-4d455cf3b78b 00041 0.0 0.923 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.309 0.0 0.462 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.66667 0.231
45236322-eb6f-441c-9a5f-4d455cf3b78b 00042 0.0 0.923 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.309 0.0 0.462 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.66667 0.231
45236322-eb6f-441c-9a5f-4d455cf3b78b 00043 0.0 0.923 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.309 0.0 0.462 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.66667 0.231
45236322-eb6f-441c-9a5f-4d455cf3b78b 00044 0.0 0.923 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.309 0.0 0.462 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.66667 0.231
45236322-eb6f-441c-9a5f-4d455cf3b78b 00045 0.0 0.923 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.309 0.0 0.462 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.66667 0.231
45236322-eb6f-441c-9a5f-4d455cf3b78b 00046 0.0 0.923 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.309 0.0 0.462 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.66667 0.231
45236322-eb6f-441c-9a5f-4d455cf3b78b 00047 0.0 0.923 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.309 0.0 0.462 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.66667 0.231
45236322-eb6f-441c-9a5f-4d455cf3b78b 00048 0.0 0.923 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.309 0.0 0.462 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.66667 0.231
45236322-eb6f-441c-9a5f-4d455cf3b78b 00049 0.0 0.923 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.309 0.0 0.462 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.66667 0.231
45236322-eb6f-441c-9a5f-4d455cf3b78b 00050 0.0 0.923 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.309 0.0 0.462 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.66667 0.231
45236322-eb6f-441c-9a5f-4d455cf3b78b 00051 0.0 0.923 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.309 0.0 0.462 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.66667 0.231
45236322-eb6f-441c-9a5f-4d455cf3b78b 00052 0.0 0.923 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.309 0.0 0.462 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.66667 0.231
45236322-eb6f-441c-9a5f-4d455cf3b78b 00053 0.0 0.923 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.309 0.0 0.462 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.66667 0.231
45236322-eb6f-441c-9a5f-4d455cf3b78b 00054 0.0 0.923 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.309 0.0 0.462 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.66667 0.231
45236322-eb6f-441c-9a5f-4d455cf3b78b 00055 0.0 0.923 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.309 0.0 0.462 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.66667 0.231
45236322-eb6f-441c-9a5f-4d455cf3b78b 00056 0.0 0.923 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.309 0.0 0.462 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.66667 0.231
45236322-eb6f-441c-9a5f-4d455cf3b78b 00057 0.0 0.923 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.309 0.0 0.462 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.66667 0.231
45236322-eb6f-441c-9a5f-4d455cf3b78b 00058 0.0 0.923 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.309 0.0 0.462 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.66667 0.231
45236322-eb6f-441c-9a5f-4d455cf3b78b 00059 0.0 0.923 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.309 0.0 0.462 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.66667 0.231
45236322-eb6f-441c-9a5f-4d455cf3b78b 00060 0.0 0.923 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.309 0.0 0.462 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.66667 0.231
45236322-eb6f-441c-9a5f-4d455cf3b78b 00061 0.0 0.923 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.309 0.0 0.462 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.66667 0.231
45236322-eb6f-441c-9a5f-4d455cf3b78b 00062 0.0 0.923 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.309 0.0 0.462 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.66667 0.231
45236322-eb6f-441c-9a5f-4d455cf3b78b 00063 0.0 0.923 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.309 0.0 0.462 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.66667 0.231
45236322-eb6f-441c-9a5f-4d455cf3b78b 00064 0.0 0.923 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.309 0.0 0.462 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.66667 0.231
45236322-eb6f-441c-9a5f-4d455cf3b78b 00065 0.0 0.923 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.309 0.0 0.462 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.66667 0.231
45236322-eb6f-441c-9a5f-4d455cf3b78b 00066 0.0 0.923 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.309 0.0 0.462 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.66667 0.231
45236322-eb6f-441c-9a5f-4d455cf3b78b 00067 0.0 0.923 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.309 0.0 0.462 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.66667 0.231
45236322-eb6f-441c-9a5f-4d455cf3b78b 00068 0.0 0.923 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.309 0.0 0.462 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.66667 0.231
45236322-eb6f-441c-9a5f-4d455cf3b78b 00069 0.0 0.923 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.309 0.0 0.462 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.66667 0.231
45236322-eb6f-441c-9a5f-4d455cf3b78b 00070 0.0 0.923 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.309 0.0 0.462 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.66667 0.231
45236322-eb6f-441c-9a5f-4d455cf3b78b 00071 0.0 0.923 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.309 0.0 0.462 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.66667 0.231
45236322-eb6f-441c-9a5f-4d455cf3b78b 00072 0.0 0.923 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.309 0.0 0.462 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.66667 0.231
45236322-eb6f-441c-9a5f-4d455cf3b78b 00073 0.0 0.923 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.309 0.0 0.462 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.66667 0.231
45236322-eb6f-441c-9a5f-4d455cf3b78b 00074 0.0 0.923 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.309 0.0 0.462 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.66667 0.231
45236322-eb6f-441c-9a5f-4d455cf3b78b 00075 0.0 0.923 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.309 0.0 0.462 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.66667 0.231
45236322-eb6f-441c-9a5f-4d455cf3b78b 00076 0.0 0.923 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.309 0.0 0.462 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.66667 0.231
45236322-eb6f-441c-9a5f-4d455cf3b78b 00077 0.0 0.923 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.309 0.0 0.462 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.66667 0.231
45236322-eb6f-441c-9a5f-4d455cf3b78b 00078 0.0 0.923 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.309 0.0 0.462 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.66667 0.231
45236322-eb6f-441c-9a5f-4d455cf3b78b 00079 0.0 0.923 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.309 0.0 0.462 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.66667 0.231
45236322-eb6f-441c-9a5f-4d455cf3b78b 00080 0.0 0.923 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.309 0.0 0.462 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.66667 0.231
45236322-eb6f-441c-9a5f-4d455cf3b78b 00081 0.0 0.923 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.309 0.0 0.462 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.66667 0.231
45236322-eb6f-441c-9a5f-4d455cf3b78b 00082 0.0 0.923 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.309 0.0 0.462 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.66667 0.231
45236322-eb6f-441c-9a5f-4d455cf3b78b 00083 0.0 0.923 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.309 0.0 0.462 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.66667 0.231
45236322-eb6f-441c-9a5f-4d455cf3b78b 00084 0.0 0.923 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.309 0.0 0.462 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.66667 0.231
45236322-eb6f-441c-9a5f-4d455cf3b78b 00085 0.0 0.923 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.309 0.0 0.462 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.66667 0.231
45236322-eb6f-441c-9a5f-4d455cf3b78b 00086 0.0 0.923 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.309 0.0 0.462 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.66667 0.231
45236322-eb6f-441c-9a5f-4d455cf3b78b 00087 0.0 0.923 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.309 0.0 0.462 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.66667 0.231
45236322-eb6f-441c-9a5f-4d455cf3b78b 00088 0.0 0.923 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.309 0.0 0.462 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.66667 0.231
45236322-eb6f-441c-9a5f-4d455cf3b78b 00089 0.0 0.923 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.309 0.0 0.462 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.66667 0.231
45236322-eb6f-441c-9a5f-4d455cf3b78b 00090 0.0 0.923 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.309 0.0 0.462 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.66667 0.231
45236322-eb6f-441c-9a5f-4d455cf3b78b 00091 0.0 0.923 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.309 0.0 0.462 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.66667 0.231
45236322-eb6f-441c-9a5f-4d455cf3b78b 00092 0.0 0.923 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.309 0.0 0.462 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.66667 0.231
45236322-eb6f-441c-9a5f-4d455cf3b78b 00093 0.0 0.923 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.309 0.0 0.462 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.66667 0.231
45236322-eb6f-441c-9a5f-4d455cf3b78b 00094 0.0 0.923 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.309 0.0 0.462 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.66667 0.231
45236322-eb6f-441c-9a5f-4d455cf3b78b 00095 0.0 0.923 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.309 0.0 0.462 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.66667 0.231
45236322-eb6f-441c-9a5f-4d455cf3b78b 00096 0.0 0.923 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.309 0.0 0.462 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.66667 0.231
45236322-eb6f-441c-9a5f-4d455cf3b78b 00097 0.0 0.923 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.309 0.0 0.462 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.66667 0.231
